,ES1 Index,NQ1 Index,Z 1 Index,VG1 Index,XU1 Index,NK1 Index,CL1 Comdty,CO1 Comdty,NG1 Comdty,XB1 Comdty,HO1 Comdty,HG1 Comdty,LA1 Comdty,LX1 Comdty,C 1 Comdty,S 1 Comdty,BO1 Comdty,LC1 Comdty,W 1 Comdty,GC1 Comdty,PL1 Comdty,FV1 Comdty,TY1 Comdty,RX1 Comdty,JB1 Comdty,PnL,Pct_PnL,CumPnL
3/16/2010,463800,308960,332119.6615,232289.6993,-624515,118148.5993,0,0,-43470,0,0,0,55975,-57256.25,0,0,0,0,0,336750,-244605,0,0,0,0,-6114.71,-6.11E-05,1.024284775
3/17/2010,466300,116190,920005.2199,639831.1253,216300,119366.6261,0,0,-129090,0,0,0,227575,-58256.25,0,0,0,0,0,337260,-81780,0,0,0,0,1518.84,1.52E-05,1.024300332
3/18/2010,174900,116670,296037.7854,214138.7419,-581580,-118265.2948,0,0,-122550,0,0,0,-56406.25,-57900,0,0,0,0,0,338250,81550,0,0,0,0,-7365.09,-7.37E-05,1.024224891
3/19/2010,410532.5,312080,873319.7895,194993.3481,542500,356156.8194,80680,79880,125070,0,0,0,223825,227700,0,0,0,0,0,332280,160860,0,0,0,0,249160.67,0.002491607,1.026776857
3/22/2010,464800,-116910,889192.053,602116.8314,-532385,-345716.5876,81250,80540,-122370,0,0,0,223325,56443.75,0,0,0,0,0,329850,-80065,0,0,0,0,173702.14,0.001737021,1.02856039
3/23/2010,175425,117735,936752.3923,631602.3409,193590,118584.0708,81910,80700,-123900,0,0,0,223650,55506.25,0,0,0,0,0,110370,-80425,0,0,0,0,-9560.73,-9.56E-05,1.028462052
3/24/2010,465800,312240,872168.4154,595749.1551,559780,465438.7866,0,0,-41050,0,0,0,55000,219050,0,0,0,0,0,326640,-79395,0,0,0,0,12082.08,0.000120821,1.028586312
3/25/2010,465100,311920,306730.5745,194944.6244,540855,116143.6428,0,0,39810,0,0,0,164775,222450,0,0,0,0,0,327870,-80320,0,0,0,0,9191.64,9.19E-05,1.028680856
3/26/2010,407225,312280,910753.1212,598001.4914,182835,472546.4764,0,0,116160,0,0,0,54968.75,55193.75,0,0,0,0,0,331290,79800,0,0,0,0,24325.07,0.000243251,1.028931083
3/29/2010,409062.5,313640,945423.0051,618801.4537,520995,476746.7013,82170,81170,-115260,0,0,0,169500,230975,0,0,0,0,0,333090,81395,0,0,0,0,113015.19,0.001130152,1.030093932
3/30/2010,175425,-117930,1008401.354,684896.3769,555632,479465.3444,82370,81280,119190,0,0,0,56750,-58918.75,0,0,0,0,0,-110450,80905,0,0,0,0,-111888.56,-0.001118886,1.028941374
3/31/2010,174787.5,312920,332550.7113,654189.4893,187340,475018.7226,0,0,-38690,0,0,0,57475,-235175,0,0,0,0,0,333990,81990,0,0,0,0,25115.87,0.000251159,1.029199802
4/1/2010,469500,351360,1077638.635,704731.7683,200520,478789.1708,0,84010,-40860,0,0,0,174592.5,237900,0,0,0,0,0,337530,-83490,0,0,0,0,2330049.34,0.023300493,1.053180665
4/2/2010,417850,117120,1015515.717,633865.8147,-178240,478173.5546,0,0,-88880,0,0,0,182280,-209043.75,0,0,0,0,0,399040,109670,0,0,0,0,-580571.52,-0.005805715,1.047066198
4/5/2010,473200,315760,977457.8034,583812.6541,-146080,481508.9541,86620,85880,-85540,0,0,0,174920.25,-71162.5,0,0,0,0,0,339870,255570,0,0,0,0,-391317.55,-0.003913176,1.042968844
4/6/2010,177862.5,118725,1013450.58,630688.8574,-155680,120268.6854,86840,86150,-81920,0,0,0,58481.25,-242125,0,0,0,0,0,340530,84925,0,0,0,0,7100.14,7.10E-05,1.043042897
4/7/2010,471600,355500,976215.4714,217700.8393,-165825,483718.9374,0,0,-80380,0,0,0,58150,-177918.75,0,0,0,0,0,345690,85860,0,0,0,0,-8857.7,-8.86E-05,1.042950507
4/8/2010,177562.5,118800,-296439.7906,-193391.2132,-163050,119618.762,0,84810,-78180,0,0,0,174862.5,58781.25,0,0,0,0,0,115220,171110,0,0,0,0,-2774.27,-2.77E-05,1.042921573
4/9/2010,477000,119520,930953.1555,194866.6667,164550,-120304.7864,84920,84830,81400,0,0,0,59400,59631.25,0,0,0,0,0,348330,86110,0,0,0,0,-1054.98,-1.05E-05,1.04291057
4/12/2010,477000,119550,1044716.294,690288.4049,194760,120763.6208,84340,84770,-40080,0,0,0,179025,59825,0,0,0,0,0,348480,-86765,0,0,0,0,-4670.69,-4.67E-05,1.042861859
4/13/2010,178950,120075,1078473.441,707800.7933,-607200,119635.1931,84050,84720,-83200,0,0,0,180431.25,-58943.75,0,0,0,0,0,345840,85590,0,0,0,0,21790.06,0.000217901,1.043089099
4/14/2010,482600,364770,1005211.432,646231.5975,198720,480961.064,0,86150,-41990,0,0,0,60787.5,242975,0,0,0,0,0,347700,-86510,0,0,0,0,17321.64,0.000173216,1.043269779
4/15/2010,181275,122085,335641.4559,650040.5216,-198720,484574.8683,0,0,-39850,0,0,0,-61018.75,-61943.75,0,0,0,0,0,115970,86115,0,0,0,0,-28925.03,-0.00028925,1.042968013
4/16/2010,178537.5,120585,333655.536,639413.4637,184705,120321.1457,-83240,-85990,-80780,0,0,0,-60062.5,59768.75,0,0,0,0,0,113630,84540,0,0,0,0,-7585.13,-7.59E-05,1.042888903
4/19/2010,478200,362340,1000837.788,595121.9512,174930,472294.3723,81450,84230,-39440,0,0,0,233650,235475,0,0,0,0,0,340560,253920,0,0,0,0,39822.66,0.000398227,1.043304209
4/20/2010,180825,121455,-1046148.838,-628135.4671,511750,467710.7917,0,-84800,-119250,0,0,0,-236325,-242650,0,0,0,0,0,113860,257700,0,0,0,0,43327.36,0.000433274,1.043756245
4/21/2010,180075,121530,1031990.137,622449.5892,176545,476445.9706,0,0,-39550,0,0,0,58225,60025,0,0,0,0,0,344460,260550,0,0,0,0,-30137.42,-0.000301374,1.043441684
4/22/2010,540787.5,122175,1025464.95,617517.8639,163440,117124.8262,83700,85670,41280,0,0,0,172331.25,59843.75,0,0,0,0,0,342690,87135,0,0,0,0,24401.49,0.000244015,1.043696299
4/23/2010,181837.5,123180,332122.6507,-191512.2534,152400,-116526.551,0,0,42570,0,0,0,57787.5,238050,0,0,0,0,0,-115310,-261030,0,0,0,0,-1479.58,-1.48E-05,1.043680857
4/26/2010,543712.5,409450,961754.4314,580833.8937,150975,475095.7854,84200,86830,-42620,0,0,0,229225,-60393.75,0,0,0,0,0,346050,261420,0,0,0,0,-80145.94,-0.000801459,1.042844389
4/27/2010,177150,120525,329695.3816,210853.8899,494500,120188.6995,0,0,-42160,0,0,0,53150,58381.25,0,0,0,0,0,116170,257805,0,0,0,0,-10165.99,-0.00010166,1.042738374
4/28/2010,535500,401350,948096.5218,555071.4772,167875,465383.3883,0,0,-42710,0,0,0,216525,230400,0,0,0,0,0,351390,85570,0,0,0,0,848513.07,0.008485131,1.051586145
4/29/2010,542362.5,408200,986240.2089,563545.6813,158352,423624.358,85170,86900,39800,0,0,0,54381.25,56050,0,0,0,0,0,350640,86685,0,0,0,0,-330050.28,-0.003300503,1.048115382
4/30/2010,-177525,-119910,901450.1768,558116.4435,-428710,117741.0762,0,0,-117600,0,0,0,-55775,56481.25,0,0,0,0,0,118070,-261765,0,0,0,0,113424.54,0.001134245,1.049304202
5/3/2010,479400,364860,830748.2949,543842.3645,138270,445710.2172,-86190,0,-120000,0,0,0,-230250,-99537.5,0,0,0,0,0,354990,-259335,0,0,0,0,-189083.47,-0.001890835,1.047320141
5/4/2010,527625,393900,319513.9668,204512.2045,-480935,221400.8899,0,85670,40130,0,0,0,53406.25,-105937.5,0,0,0,0,0,116920,84290,0,0,0,0,-11561.12,-0.000115611,1.047199059
5/5/2010,174600,117510,882167.9248,555002.3412,487250,442801.7798,0,0,-119730,0,0,0,209400,104850,0,0,0,0,0,352500,82480,0,0,0,0,-339321.29,-0.003393213,1.04364569
5/7/2010,166050,110910,275628.2086,-193257.5461,-155295,113877.0608,75110,78270,40150,0,0,0,51118.75,103150,0,0,0,0,0,363120,-249870,0,0,0,0,-59493.08,-0.000594931,1.043024793
5/10/2010,520425,387900,937064.7269,658692.422,145497,451875.6699,0,0,-41700,0,0,0,-211775,-105475,0,0,0,0,0,360240,84675,0,0,0,0,-50515.18,-0.000505152,1.042497907
5/11/2010,518512.5,387050,923542.391,639946.296,455000,449001.619,76370,80490,41310,0,0,0,207575,102012.5,0,0,0,0,0,366090,255120,0,0,0,0,57599.52,0.000575995,1.043098381
5/12/2010,526387.5,394550,904108.2029,586277.1524,-444000,444873.4449,0,0,-128520,0,0,0,209300,-103537.5,0,0,0,0,0,372930,87365,0,0,0,0,-6251.64,-6.25E-05,1.04303317
5/13/2010,173512.5,116835,887866.9678,589110.4906,-425475,458867.9245,0,0,43390,0,0,0,53675,-106500,0,0,0,0,0,122920,86970,0,0,0,0,-63062.48,-0.000630625,1.042375408
5/14/2010,170287.5,114585,288552.5592,588865.5122,140250,113009.6247,71610,0,43120,0,0,0,207925,101250,0,0,0,0,0,-122780,-85770,0,0,0,0,-24504.49,-0.000245045,1.042119979
5/17/2010,510525,382700,868642.487,547059.2981,409170,442380.3867,0,0,-131940,0,0,0,49125,-93425,0,0,0,0,0,368430,83160,0,0,0,0,18232.2,0.000182322,1.04230998
5/18/2010,503437.5,415360,295325.7988,569349.287,145520,444974.5202,69410,74430,-43420,0,0,0,203025,95825,0,0,0,0,0,121460,253575,0,0,0,0,-61436.92,-0.000614369,1.041669617
5/19/2010,499500,373650,855718.6375,522351.9936,153595,442263.6572,69870,73690,-41580,0,0,0,197925,91762.5,0,0,0,0,0,357930,80285,0,0,0,0,-72137.89,-0.000721379,1.040918179
5/20/2010,160500,396110,317186.4124,183646.9929,160290,447764.5222,0,-71840,-123180,0,0,0,98412.5,-92600,0,0,0,0,0,356580,74790,0,0,0,0,-5676.93,-5.68E-05,1.040859086
5/21/2010,162675,-145540,313630.7054,182935.5609,441245,108111.1111,70040,143360,40350,0,0,0,203175,93537.5,0,0,0,0,0,117610,-300240,0,0,0,0,12360.09,0.000123601,1.040987738
5/24/2010,535500,398750,875649.9133,555407.3715,418725,432384.5387,140420,142340,-120510,0,0,0,205925,-333812.5,0,0,0,0,0,358200,306900,0,0,0,0,-65030.45,-0.000650304,1.040310779
5/25/2010,160950,108930,-308307.3079,180874.8481,-145120,104621.5228,137500,69550,-121530,0,0,0,-99650,-320468.75,0,0,0,0,0,119800,74595,0,0,0,0,-2743.15,-2.74E-05,1.040282241
5/26/2010,530625,358300,279029.6796,538019.3792,-145280,422153.0249,143020,71740,-41550,0,0,0,99450,93250,0,0,0,0,0,364020,76515,0,0,0,0,82318.75,0.000823188,1.041138589
5/27/2010,495450,372750,887995.4739,550202.2326,-137925,423989.4552,74550,74660,-85880,0,0,0,101950,-95700,0,0,0,0,0,121190,-77645,0,0,0,0,-66546.56,-0.000665466,1.040445747
5/28/2010,489825,111120,287010.6515,191175.7516,399300,107621.3486,147940,148040,43410,0,0,0,100850,286425,0,0,0,0,0,121220,77470,0,0,0,0,2114088.74,0.021140887,1.062441693
5/31/2010,421500,287935,-321110.194,190224.2808,-142240,427741.8648,69460,-74650,-46540,0,0,0,55337.5,-114751,0,0,0,0,0,391600,255475,0,0,0,0,-594496.49,-0.005944965,1.056125514
6/1/2010,481275,366200,913487.134,552146.5369,406180,107091.8087,72580,72710,-127440,0,0,0,245343.75,-91225,0,0,0,0,0,367440,232410,0,0,0,0,15408.34,0.000154083,1.056288246
6/2/2010,493537.5,338220,948095.8231,572667.1565,132000,417236.5136,-145720,73750,-132720,0,0,0,244437.5,-88662.5,0,0,0,0,0,366180,77520,0,0,0,0,22057.05,0.000220571,1.056521232
6/3/2010,496575,341595,961276.8578,539546.1646,-157590,428864.2002,74610,75410,46900,0,0,0,240812.5,128700,0,0,0,0,0,362490,77145,0,0,0,0,-81307.35,-0.000813074,1.055662203
6/4/2010,479700,330165,957440.8468,573527.1998,-140320,432208.9227,71510,72090,-47970,0,0,0,92612.5,-322450,0,0,0,0,0,364860,-76265,0,0,0,0,-38680.12,-0.000386801,1.055253871
6/7/2010,471600,359150,980232.2367,569982.387,-136960,416329.2109,142880,144240,-98320,0,0,0,229687.5,-119850,0,0,0,0,0,371790,303460,0,0,0,0,609.2,6.09E-06,1.0552603
6/8/2010,158887.5,107490,972878.0758,584648.7931,-144755,104198.5567,71990,72300,-48080,0,0,0,-94525,-85200,0,0,0,0,0,124400,76440,0,0,0,0,19543.48,0.000195435,1.055466534
6/9/2010,158325,106935,944758.3976,191735.5372,-149685,103833.5159,74380,148540,46770,0,0,0,237187.5,86187.5,0,0,0,0,0,368550,76700,0,0,0,0,22015.62,0.000220156,1.055698902
6/10/2010,487687.5,364500,-835392.4567,-171692.5107,-147390,417341.7999,0,-75290,-92940,0,0,0,239843.75,-295750,0,0,0,0,0,-122080,-76810,0,0,0,0,-985.56,-9.86E-06,1.055688497
6/11/2010,-163387.5,-110640,-815795.0797,-173844.1215,427280,-105946.5357,73780,74350,95620,0,0,0,239375,299162.5,0,0,0,0,0,-122890,-76750,0,0,0,0,203173.52,0.002031735,1.057833377
6/14/2010,490725,369550,846153.8462,570166.1075,139205,431535.2697,0,0,-100120,0,0,0,98162.5,-88225,0,0,0,0,0,366990,78170,0,0,0,0,27517.59,0.000275176,1.058124467
6/15/2010,501075,378900,845447.1764,572413.2339,444570,430352.0665,0,-76200,-51890,0,0,0,99650,91000,0,0,0,0,0,123320,-78900,0,0,0,0,27020.71,0.000270207,1.05841038
6/16/2010,501300,381400,818372.8192,552148.4851,155460,441382.3272,0,78140,-49780,0,0,0,99300,90412.5,0,0,0,0,0,368790,78375,0,0,0,0,-50835.14,-0.000508351,1.057872335
6/17/2010,502312.5,343890,814324.7437,550084.7526,148325,439951.6537,76790,0,51620,0,0,0,97337.5,-87187.5,0,0,0,0,0,374250,314400,0,0,0,0,13186.03,0.00013186,1.058011827
6/18/2010,-167824.5,-114900,-784633.0275,-176532.1279,415440,-110241.4287,77180,78220,49970,0,0,0,96262.5,85425,0,0,0,0,0,125720,79350,0,0,0,0,16978.53,0.000169785,1.058191462
6/21/2010,499725,341910,819970.1836,560834.9578,143120,449127.4284,155640,157640,-48730,0,0,0,291150,-87612.5,0,0,0,0,0,371910,318060,0,0,0,0,-30577.13,-0.000305771,1.057867897
6/22/2010,490725,338085,-281857.4514,580979.5453,152320,446505.4654,154420,156080,47560,0,0,0,-96937.5,132806.25,0,0,0,0,0,123990,-79650,0,0,0,0,-17603.24,-0.000176032,1.057681678
6/23/2010,489375,337275,275723.7414,549305.4991,159840,440881.7635,76350,76270,-48040,0,0,0,96000,90300,0,0,0,0,0,370230,78350,0,0,0,0,-21502.81,-0.000215028,1.057454247
6/24/2010,160575,332910,-814113.5512,-192653.8555,-151300,110590.3359,76510,-76470,47480,0,0,0,97300,-92575,0,0,0,0,0,124550,-78075,0,0,0,0,9003.54,9.00E-05,1.057549455
6/25/2010,161212.5,110355,266799.4423,191147.2229,426960,109156.1134,157720,156240,-48610,0,0,0,-99000,-92525,0,0,0,0,0,-125580,-314080,0,0,0,0,826.7,8.27E-06,1.057558198
6/28/2010,481950,330480,300178.7488,542274.1712,150790,433702.5848,156500,155180,-47170,0,0,0,301912.5,-324843.75,0,0,0,0,0,495280,78280,0,0,0,0,2833.21,2.83E-05,1.057588161
6/29/2010,465862.5,352700,292543.3066,566893.6659,464461,431151.2415,151880,-75440,-136440,0,0,0,96425,-128831.25,0,0,0,0,0,124240,77405,0,0,0,0,-173479.33,-0.001734793,1.055753464
6/30/2010,153975,104280,293907.6614,188854.388,447585,105846.4322,151260,150020,138480,0,0,0,294037.5,353400,0,0,0,0,0,124590,306180,0,0,0,0,-49501.78,-0.000495018,1.055230847
7/1/2010,153262.5,103680,-848408.7764,-180761.555,133840,104794.5205,-72950,-72340,-97080,0,0,0,238468.75,85725,0,0,0,0,0,362010,75165,0,0,0,0,2600.12,2.60E-05,1.055258284
7/2/2010,507125,344250,947384.0079,601384.6888,-160075,419829.0598,144280,143300,-46870,0,0,0,-95925,-350950,0,0,0,0,0,362310,-74960,0,0,0,0,4916753.51,0.049167535,1.107142733
7/5/2010,461450,317150,316596.1945,599856.4364,192625,422012.077,163600,142940,-52680,0,0,0,335431.25,133537.5,0,0,0,0,0,394100,-95860,0,0,0,0,-870520.12,-0.008705201,1.097504833
7/6/2010,153637.5,138760,-291861.3861,203152.2256,204000,427330.8958,-71980,-71450,-46820,0,0,0,-98737.5,-364650,0,0,0,0,0,119510,-151380,0,0,0,0,4834.12,4.83E-05,1.097557887
7/7/2010,158887.5,143160,-294607.94,581800.9179,204360,423717.2178,74070,147020,-45650,0,0,0,295312.5,-136987.5,0,0,0,0,0,119890,-152190,0,0,0,0,21579.3,0.000215793,1.097794733
7/8/2010,160050,107880,-300445.0158,188391.8727,-187330,107967.4061,150880,149420,-43990,0,0,0,98662.5,137156.25,0,0,0,0,0,358830,-151180,0,0,0,0,5780.76,5.78E-05,1.097858194
7/9/2010,482625,362300,305297.3978,211929.436,549360,432408.0343,152180,150840,176080,0,0,0,298087.5,328650,0,0,0,0,0,362940,76450,0,0,0,0,-14566.95,-0.000145669,1.097698269
7/12/2010,484425,364050,920356.5726,617251.5084,-430955,431053.9382,149900,148740,131640,0,0,0,293062.5,320337.5,0,0,0,0,0,479480,75575,0,0,0,0,65431.51,0.000654315,1.09841651
7/13/2010,490387.5,368500,930003.9531,643901.2889,-156330,107392.3822,154300,153300,43540,0,0,0,296700,92050,0,0,0,0,0,364050,306320,0,0,0,0,-604.54,-6.05E-06,1.098409869
7/14/2010,490950,370250,307643.4373,600517.9314,-165870,442936.3194,77040,76770,-129180,0,0,0,-99637.5,-91300,0,0,0,0,0,362100,-303360,0,0,0,0,-22903.82,-0.000229038,1.098158292
7/15/2010,490725,332865,939309.2744,604409.2664,163495,442562.9291,76620,76190,-137580,0,0,0,100025,133725,0,0,0,0,0,362490,-76495,0,0,0,0,-61720.2,-0.000617202,1.097480506
7/16/2010,478350,360400,939585.648,614153.1323,163495,434330.5995,152020,75370,135570,0,0,0,-97987.5,132806.25,0,0,0,0,0,118820,-301680,0,0,0,0,1061889.85,0.010618899,1.10913454
7/19/2010,478687.5,361100,335970.8451,631401.6381,-166915,466469.7832,153080,151240,45100,0,0,0,341337.5,-133612.5,0,0,0,0,0,354570,301880,0,0,0,0,-320867.52,-0.003208675,1.105575688
7/20/2010,486000,367950,-970530.04,651677.0186,508725,425094.2749,77440,76220,45900,0,0,0,343131.25,139331.25,0,0,0,0,0,357510,302860,0,0,0,0,-13595.76,-0.000135958,1.105425376
7/21/2010,478800,363100,956752.8357,620040.7715,-169860,426421.5968,76560,75370,-45130,0,0,0,99875,-142518.75,0,0,0,0,0,357540,304960,0,0,0,0,53043.13,0.000530431,1.106011728
7/22/2010,489487.5,333495,933825.9388,631040.0993,171475,105807.9356,158600,155640,-139290,0,0,0,101625,144825,0,0,0,0,0,358680,-76270,0,0,0,0,9382.75,9.38E-05,1.106115503
7/23/2010,165075,-112425,308188.0065,-210628.2439,172520,107935.056,78980,77450,137400,0,0,0,302962.5,141592.5,0,0,0,0,0,118780,-76935,0,0,0,0,8522.4,8.52E-05,1.10620977
7/26/2010,499275,339750,925826.3396,632599.6614,172710,436924.4936,157960,155000,138360,0,0,0,306750,386950,0,0,0,0,0,354930,-77635,0,0,0,0,-11027.58,-0.000110276,1.106087782
7/27/2010,499950,339570,307445.1712,212834.7184,189735,108077.3606,155000,152260,-46750,0,0,0,306637.5,141693.75,0,0,0,0,0,347400,306900,0,0,0,0,2799.12,2.80E-05,1.106118743
7/28/2010,495900,336555,950625.0401,616598.6918,194145,333714.4164,153980,152120,-47740,0,0,0,308550,145068.75,0,0,0,0,0,348120,76975,0,0,0,0,89525.91,0.000895259,1.107109006
7/29/2010,493650,334305,947979.2481,609977.8271,583748,446595.2299,156720,155180,-48270,0,0,0,104162.5,147675,0,0,0,0,0,116840,-78170,0,0,0,0,-182320.35,-0.001823204,1.105090521
7/30/2010,439300,335205,902638.7915,630937.7873,-185000,440846.5364,78950,78180,-147690,0,0,0,-108462.5,-150337.5,0,0,0,0,0,354510,-315360,0,0,0,0,46705.01,0.00046705,1.105606653
8/2/2010,448700,113655,910168.6914,234957.1288,206470,442080.9249,81340,-80820,141030,0,0,0,110650,105012.5,0,0,0,0,0,-118340,-320440,0,0,0,0,-768.62,-7.69E-06,1.105598155
8/3/2010,447300,340740,907249.4202,744652.7095,655330,451334.6544,165100,165360,139170,0,0,0,109962.5,360806.25,0,0,0,0,0,355560,-79355,0,0,0,0,13754.72,0.000137547,1.105750227
8/4/2010,168675,114315,304655.9214,236281.4376,655685,440013.9098,-82470,-164400,142110,0,0,0,111137.5,366887.5,0,0,0,0,0,-119370,-237930,0,0,0,0,-10062.67,-0.000100627,1.105638959
8/5/2010,168525,114060,909681.0719,705337.7815,219120,448380.3309,-82010,-81610,-137940,0,0,0,109762.5,362687.5,0,0,0,0,0,359160,-235875,0,0,0,0,549.8,5.50E-06,1.105645038
8/6/2010,167925,114150,933860.2434,230188.253,221640,112852.298,80700,80160,134010,0,0,0,109262.5,368156.25,0,0,0,0,0,120340,-235620,0,0,0,0,20681.67,0.000206817,1.105873704
8/9/2010,450200,344475,304993.0783,705324.4592,648200,444961.6011,-81480,-80990,129270,0,0,0,380756.25,371481.25,0,0,0,0,0,360210,-77145,0,0,0,0,-44291.22,-0.000442912,1.105383899
8/10/2010,503887.5,379300,912631.6785,636563.7095,180500,446629.2135,160500,159200,-42970,0,0,0,324487.5,359975,0,0,0,0,0,358860,-76850,0,0,0,0,-95424.88,-0.000954249,1.104329088
8/11/2010,488250,367550,301226.1319,614584.4671,190050,326300.9845,156040,155280,129780,0,0,0,320062.5,351443.75,0,0,0,0,0,119750,76030,0,0,0,0,-10063.43,-0.000100634,1.104217954
8/12/2010,161887.5,109635,303841.71,615761.1661,545340,427939.4645,151480,151040,128880,0,0,0,323512.5,354900,0,0,0,0,0,121480,306320,0,0,0,0,-7547.16,-7.55E-05,1.104134617
8/13/2010,484200,363050,877950.2309,615289.321,189525,430162.413,150780,150220,129840,0,0,0,315262.5,353281.25,0,0,0,0,0,121490,76310,0,0,0,0,185.33,1.85E-06,1.104136664
8/16/2010,161550,109200,972529.3667,231028.2997,562115,107582.3274,75240,74850,126840,0,0,0,105675,306450,0,0,0,0,0,122450,-76865,0,0,0,0,38096.45,0.000380965,1.104557301
8/17/2010,490050,367900,342551.0073,721955.7625,194460,428855.3724,75770,76930,128010,0,0,0,106050,315525,0,0,0,0,0,367980,77330,0,0,0,0,-3603.89,-3.60E-05,1.104517494
8/18/2010,489037.5,367350,952635.6291,679685.6765,572880,432483.033,75420,76470,127170,0,0,0,104312.5,317325,0,0,0,0,0,368910,-76825,0,0,0,0,-41882.21,-0.000418822,1.104054897
8/19/2010,160687.5,109200,300653.7623,229642.0494,195405,109614.709,74430,75300,125130,0,0,0,102362.5,310575,0,0,0,0,0,123380,76375,0,0,0,0,-18285.59,-0.000182856,1.103853014
8/20/2010,481612.5,365100,300926.9988,707441.7873,203170,427937.3978,-146920,-148520,-123510,0,0,0,-101262.5,101925,0,0,0,0,0,368160,-75695,0,0,0,0,-1378.1,-1.38E-05,1.103837802
8/23/2010,479475,361900,975983.1099,713202.1806,202730,427430.7186,146200,73620,121980,0,0,0,354200,303450,0,0,0,0,0,-122690,-301720,0,0,0,0,-60907.52,-0.000609075,1.103165482
8/24/2010,472387.5,354750,334957.1317,724558.4858,211830,427651.9666,143260,72380,121170,0,0,0,352143.75,295237.5,0,0,0,0,0,-123180,-75885,0,0,0,0,-26824.98,-0.00026825,1.102869558
8/25/2010,474525,357950,330864.2774,736551.0704,-216960,417592.8115,145040,73480,116130,0,0,0,347593.75,291037.5,0,0,0,0,0,123950,-76370,0,0,0,0,16546.04,0.00016546,1.103052039
8/26/2010,470137.5,318150,298261.2056,695454.5455,225750,421077.5607,146720,150040,114510,0,0,0,301087.5,253281.25,0,0,0,0,0,370620,76995,0,0,0,0,40028.78,0.000400288,1.103493577
8/27/2010,478687.5,322065,301777.3199,700618.9767,-225500,420978.5287,150340,76650,109530,0,0,0,306262.5,258906.25,0,0,0,0,0,-123600,-307400,0,0,0,0,68402.49,0.000684025,1.104248394
8/30/2010,470250,353750,942931.0568,703198.2942,219600,431576.4595,74700,76600,-38120,0,0,0,109400,311750,0,0,0,0,0,371400,-76655,0,0,0,0,-82684.14,-0.000826841,1.103335356
8/31/2010,157237.5,105990,338904.0917,226853.3123,227875,418052.2565,71920,-74640,38160,0,0,0,356868.75,306000,0,0,0,0,0,-124900,-304700,0,0,0,0,49157.52,0.000491575,1.103877728
9/1/2010,486787.5,327600,970896.1501,677523.6162,656280,423022.2643,73910,76350,112860,0,0,0,313012.5,263531.25,0,0,0,0,0,374040,-76785,0,0,0,0,33106.89,0.000331069,1.104243188
9/2/2010,490275,330705,1010791.507,698799.3139,220800,429046.037,150040,153860,150040,0,0,0,265312.5,268562.5,0,0,0,0,0,375630,-232725,0,0,0,0,31884.69,0.000318847,1.104595273
9/3/2010,-110350,-112020,-841366.8134,-574503.7221,-615395,-107935.0018,-74600,-76670,-39390,0,0,0,-106200,-106262.5,0,0,0,0,0,-124980,-234165,0,0,0,0,-476447.69,-0.004764477,1.099332454
9/6/2010,445800,314220,282206.1976,-213730.9724,197820,330958.3185,-56300,153740,-146100,0,0,0,271031.25,271187.5,0,0,0,0,0,151900,96370,0,0,0,0,-596930.23,-0.005969302,1.092770206
9/7/2010,436500,297200,281885.6622,624041.9492,206360,329953.4773,148180,155480,154080,0,0,0,267437.5,270312.5,0,0,0,0,0,125790,-77815,0,0,0,0,7272.47,7.27E-05,1.092849678
9/8/2010,164887.5,112650,281119.5139,216588.0503,-204600,107415.3553,149340,156340,152560,0,0,0,-106662.5,273968.75,0,0,0,0,0,125610,-234330,0,0,0,0,1094.17,1.09E-05,1.092861635
9/9/2010,385875,301720,284425.4326,591209.8299,-210105,325495.345,148500,154940,150720,0,0,0,259843.75,265687.5,0,0,0,0,0,124940,-77665,0,0,0,0,14213.5,0.000142135,1.093016969
9/10/2010,388412.5,302760,286834.2232,197618.1087,617780,327272.7273,-76450,-78160,116490,0,0,0,103612.5,260343.75,0,0,0,0,0,124500,-231375,0,0,0,0,25079.24,0.000250792,1.093291089
9/13/2010,168187.5,115155,901792.0798,217884.0332,210335,331859.9928,154380,79030,118140,0,0,0,-104937.5,265125,0,0,0,0,0,-124560,-232485,0,0,0,0,-4378.05,-4.38E-05,1.093243225
9/14/2010,448300,308040,932981.5303,626719.4953,219600,334176.3006,153600,79160,118980,0,0,0,107175,270031.25,0,0,0,0,0,-127020,-79720,0,0,0,0,-2068.45,-2.07E-05,1.093220611
9/15/2010,450300,310760,320103.6866,623418.6458,-216120,331311.9534,76020,78910,119850,0,0,0,267062.5,266156.25,0,0,0,0,0,126710,-240795,0,0,0,0,3399.26,3.40E-05,1.093257773
9/16/2010,394712.5,312400,319420.8,191795.3816,-221375,329797.1555,74570,78480,121860,0,0,0,107500,266468.75,0,0,0,0,0,127220,-241785,0,0,0,0,11874.8,0.000118748,1.093387595
9/17/2010,113300,117720,286924.2579,194062.069,-220750,111460.5171,73660,78210,120720,0,0,0,108237.5,106725,0,0,0,0,0,-127590,-243285,0,0,0,0,205122.36,0.002051224,1.095630377
9/20/2010,397775,277445,322693.9406,640379.7565,220750,394579.1726,149720,158640,114660,0,0,0,272125,270156.25,0,0,0,0,0,127930,-81600,0,0,0,0,-269166.05,-0.002691661,1.092681312
9/21/2010,453900,277970,320296.998,209891.4355,229710,335997.1795,147040,156840,117570,0,0,0,269343.75,265343.75,0,0,0,0,0,381810,-241860,0,0,0,0,119184.53,0.001191845,1.09398362
